504
0 0
0 1
0 2
0 3
0 4
0 5
0 6
0 7
0 8
0 9
0 10
0 11
0 12
0 13
0 14
0 15
0 16
0 17
0 18
0 19
0 20
0 21
0 23
0 24
0 25
0 26
0 27
0 28
0 29
0 30
0 31
0 32
0 33
0 34
0 35
0 37
0 38
0 39
0 40
0 41
0 42
0 43
0 44
0 45
0 46
0 47
0 48
0 50
1 0
1 1
2 0
2 1
3 0
3 1
4 0
4 1
4 2
5 0
5 1
5 2
6 0
6 1
6 2
7 0
7 1
7 2
8 0
8 1
8 2
9 0
9 1
9 2
10 0
10 1
10 2
11 0
11 1
11 2
12 0
12 1
12 2
13 0
13 1
13 2
14 0
14 1
14 2
15 0
15 1
15 2
15 3
16 0
16 1
16 2
16 3
17 0
17 1
17 2
17 3
18 0
18 1
18 2
18 3
19 0
19 1
19 2
19 3
20 0
20 1
20 2
20 3
21 0
21 1
21 2
21 3
22 0
22 1
22 2
22 3
23 0
23 1
23 2
23 3
24 0
24 1
24 2
24 3
25 0
25 1
25 2
25 3
26 0
26 1
26 2
26 3
26 4
27 0
27 1
27 2
27 3
27 4
28 0
28 1
28 2
28 3
28 4
29 0
29 1
29 2
29 3
29 4
30 0
30 1
30 2
30 3
30 4
31 0
31 1
31 2
31 3
31 4
32 0
32 1
32 2
32 3
32 4
33 0
33 1
33 2
33 3
33 4
34 0
34 1
34 2
34 3
34 4
35 0
35 1
35 2
35 3
35 4
36 0
36 1
36 2
36 3
36 4
37 0
37 1
37 2
37 3
37 4
38 0
38 1
38 2
38 3
38 4
39 0
39 1
39 2
39 3
39 4
40 0
40 1
40 2
40 3
40 4
41 0
41 1
41 2
41 3
41 4
42 0
42 1
42 2
42 3
42 4
43 0
43 1
43 2
43 3
43 4
44 0
44 1
44 2
44 3
44 4
45 0
45 1
45 2
45 3
45 4
45 5
46 0
46 1
46 2
46 3
46 4
46 5
47 0
47 1
47 2
47 3
47 4
47 5
48 0
48 1
48 2
48 3
48 4
48 5
49 0
49 1
49 2
49 3
49 4
49 5
50 0
50 1
50 2
50 3
50 4
50 5
51 0
51 1
51 2
51 3
51 4
51 5
52 0
52 1
52 2
52 3
52 4
52 5
53 0
53 1
53 2
53 3
53 4
53 5
54 0
54 1
54 2
54 3
54 4
54 5
55 0
55 1
55 2
55 3
55 4
55 5
56 0
56 1
56 2
56 3
56 4
56 5
57 0
57 1
57 2
57 3
57 4
57 5
58 0
58 1
58 2
58 3
58 4
58 5
59 0
59 1
59 2
59 3
59 4
59 5
60 0
60 1
60 2
60 3
60 4
60 5
61 0
61 1
61 2
61 3
61 4
61 5
62 0
62 1
62 2
62 3
62 4
62 5
63 0
63 1
63 2
63 3
63 4
63 5
64 0
64 1
64 2
64 3
64 4
64 5
65 0
65 1
65 2
65 3
65 4
65 5
66 0
66 1
66 2
66 3
66 4
66 5
67 0
67 1
67 2
67 3
67 4
67 5
68 0
68 1
68 2
68 3
68 5
69 0
69 1
69 2
69 3
69 5
70 0
70 1
70 2
70 3
70 5
71 0
71 1
71 2
71 3
71 5
72 0
72 1
72 2
72 3
73 0
73 1
73 2
73 3
74 0
74 1
74 2
74 3
75 0
75 1
75 2
75 3
76 0
76 1
76 2
76 3
76 4
77 0
77 1
77 2
77 3
77 4
78 0
78 1
78 2
78 3
78 4
78 5
79 0
79 1
79 2
79 3
79 5
80 0
80 1
80 2
80 3
80 4
80 5
80 6
81 0
81 1
81 2
81 3
81 4
81 5
81 6
82 0
82 1
82 2
82 3
82 4
82 5
82 6
83 0
83 1
83 3
83 4
83 5
83 6
84 0
84 1
84 2
84 3
84 4
84 5
84 6
85 0
85 1
85 2
85 4
85 5
85 6
86 0
86 1
86 2
86 3
86 4
86 5
86 6
87 0
87 1
87 2
87 3
87 4
88 0
88 1
88 2
88 3
88 4
89 0
89 1
89 2
89 3
90 0
90 1
90 2
91 0
91 1
91 2
91 3
91 4
92 0
92 1
93 0
93 1
94 0
94 1
94 2
95 0
95 2
96 0
97 0
98 0
99 0
100 0
