200
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00442618 0.0730319 0.226473 0.578038 0.940247 2.20529 3.32364 5.1996 6.04964 7.5793 7.38856 5.86268 4.23849 5.13026 9.98651 8.77037 4.94088 3.21572 3.82748 10.0813 1.37812 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0315882 0.177896 0.38252 0.321552 0.45166 2.13276 5.0497 6.65039 6.78853 5.8316 6.34173 8.6638 10.1297 7.79354 4.59561 2.70569 4.18592 5.92298 4.78625 2.38686 0.68316 0.965761 3.66151 0.359326 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0115016 0.0745474 0.199503 1.0749 3.11459 5.49947 6.36216 7.11402 7.6208 7.55847 6.94625 5.83259 4.99666 4.8776 3.95548 2.3349 1.66645 1.02187 2.19986 4.1114 3.45935 2.9902 1.42996 0.809088 1.25034 4.15797 0.330067 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0281464 0.124503 0.241569 0.568676 1.48905 3.34486 4.88902 6.6188 7.10168 4.94929 2.85758 1.54087 1.3577 1.63528 1.67526 2.12197 2.35804 2.34942 3.50942 6.36252 11.3645 6.91319 3.94996 2.29989 3.10194 7.11529 1.1316 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00105634 0.0593662 0.368592 1.59486 4.29296 7.49789 8.04577 6.60951 4.34218 5.41577 7.84655 9.82239 8.26014 4.52894 2.82775 1.69592 1.44317 1.40761 0.95493 0.803592 0.871761 1.09521 1.02937 1.02225 0.612606 0.268028 1.29937 1.88761 4.96486 0.13 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0120968 0.346399 1.14207 1.52944 1.25525 1.91607 4.21052 7.41401 7.07277 5.12903 2.68623 1.53179 0.722337 0.664197 0.641973 0.373593 0.584677 0.566673 0.660915 0.524006 0.66551 0.521193 0.641692 0.429576 2.13044 8.58721 10.9616 4.39966 5.5979 4.6958 10.2447 3.14066 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00192197 0.0621436 0.420591 1.03351 2.77801 4.86854 6.62349 7.43494 5.46999 2.95317 1.38785 0.902364 0.769748 1.12179 1.67724 2.35998 3.85906 5.73836 7.44128 5.62522 6.92831 3.46396 2.13198 1.87321 2.18079 2.38657 1.50151 1.05548 0.96643 1.57877 4.05811 0.345698 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00621676 0.125855 0.544035 1.38392 3.46577 6.43331 6.28431 5.21807 3.08959 2.25945 1.52076 0.905989 0.29799 0.425641 0.935208 1.56448 2.01755 1.73047 1.60717 2.54328 3.85729 4.0661 5.49969 5.62174 7.94274 6.90813 4.24971 2.45603 1.413 2.09988 3.62596 0.90067 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00071614 0.0015218 0.0328529 0.27455 2.91934 7.91567 10.0004 7.83591 4.06588 4.89177 7.89213 7.32495 5.09999 2.05514 0.861337 0.41008 0.173485 0.143407 0.325575 0.446782 0.636827 0.598156 0.663593 0.348402 0.419748 0.283144 0.690448 2.00045 4.5474 3.99329 3.77075 3.0854 1.5884 0.780056 3.36308 1.38877 0.17062 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0370605 0.360148 3.06712 8.20689 8.91087 6.57994 2.68277 0.818745 0.427523 0.265958 0.225314 0.341639 0.496711 0.365461 0.20145 0.0944009 0.342483 1.17442 2.44241 2.94283 2.78464 3.47268 3.77507 5.82891 4.24374 4.77477 4.34126 5.6579 5.2824 3.90349 2.37583 0.904882 0.787419 2.34012 0.542752 
